,Brand,Model,Variant,Manufacturing_Year,Driven_Kilometers,Fuel,Number_Of_Owners,Location,Price
1249,Audi,A6,2.0 TDI Premium,2012,"65,000 Kms",Diesel,Second,Mumbai,11 Lakh
1250,Audi,Q3,35 TDI Premium + Sunroof,2016,"41,181 Kms",Diesel,First,Mumbai,24.25 Lakh
1251,Honda,Amaze,1.2 S i-VTEC,2014,"69,000 Kms",Petrol,First,Hyderabad,4.15 Lakh
1252,Mercedes-Benz,C-Class,C 63 S AMG,2015,"47,429 Kms",Petrol,Second,Mumbai,70 Lakh
1253,BMW,7-Series,730Ld DPE Signature,2018,"32,000 Kms",Diesel,Second,Delhi,72 Lakh
1254,Toyota,Camry,Hybrid [2015-2017],2016,"55,000 Kms",Petrol,First,Delhi,19.5 Lakh
1255,Mercedes-Benz,C-Class,C 220d Progressive [2018-2019],2018,"2,900 Kms",Diesel,First,Delhi,36 Lakh
1256,Audi,Q7,45 TDI Technology Pack,2018,"69,582 Kms",Diesel,First,Nashik,69 Lakh
1257,Audi,Q7,45 TDI Technology Pack,2018,"69,582 Kms",Diesel,First,Mumbai,69 Lakh
1258,Hyundai,Verna,1.6 VTVT SX,2019,"4,500 Kms",Petrol,First,Chennai,10.5 Lakh
1259,BMW,X1,sDrive20d xLine,2017,"30,000 Kms",Diesel,First,Chennai,23 Lakh
1260,Hyundai,Elite i20,Asta 1.2 (O) [2016],2016,"1,26,000 Kms",Petrol,First,Coimbatore,5.6 Lakh
1261,Maruti Suzuki,Swift,ZXi,2016,"42,608 Kms",Petrol,First,Bangalore,6.6 Lakh
1262,Honda,City,SV,2014,"1,28,600 Kms",Petrol,Second,Coimbatore,6.1 Lakh
1263,Ford,Endeavour,Titanium 3.2 4x4 AT,2017,"47,000 Kms",Diesel,First,Bangalore,29 Lakh
1264,Maruti Suzuki,Ciaz,ZDi [2014-2015],2015,"79,000 Kms",Diesel,First,Navi Mumbai,5.69 Lakh
1265,Tata,Nexon,XZ Plus (O),2020,"6,000 Kms",Petrol,First,Chennai,10.3 Lakh
1266,Honda,Jazz,VX Petrol,2016,"72,822 Kms",Petrol,First,Ahmedabad,6.25 Lakh
1267,Maruti Suzuki,S-Presso,Vxi (O),2020,"3,400 Kms",Petrol,First,Chennai,4.75 Lakh
1268,Jaguar,XF,3.0 V6 Premium Luxury,2015,"53,198 Kms",Diesel,First,Ahmedabad,25 Lakh
1269,Volkswagen,Vento,Highline Diesel,2011,"65,100 Kms",Diesel,First,Ahmedabad,3.9 Lakh
1270,Maruti Suzuki,Alto,LXi BS-III,2012,"52,541 Kms",Petrol,First,Bangalore,2.5 Lakh
1271,Maruti Suzuki,Ritz,Vxi BS-IV,2016,"42,608 Kms",Petrol,First,Delhi,3.75 Lakh
1272,Jaguar,XF,3.0 V6 Premium Luxury,2015,"53,198 Kms",Diesel,First,Ahmedabad,25 Lakh
1273,Volkswagen,Vento,Highline Diesel,2011,"65,100 Kms",Diesel,First,Ahmedabad,3.9 Lakh
1274,Maruti Suzuki,Alto,LXi BS-III,2012,"52,541 Kms",Petrol,First,Bangalore,2.5 Lakh
1275,Maruti Suzuki,Ritz,Vxi BS-IV,2016,"42,608 Kms",Petrol,First,Delhi,3.75 Lakh
1276,Maruti Suzuki,Baleno,Zeta 1.2,2017,"43,683 Kms",Petrol,First,Gurgaon,5.67 Lakh
1277,Ford,Ecosport,Titanium+ 1.5L TDCi Black Edition,2018,"61,712 Kms",Diesel,First,Gurgaon,8.28 Lakh
1278,Tata,Tiago,Revotorq XZ Plus,2019,"40,605 Kms",Diesel,First,Gurgaon,5.01 Lakh
1279,Maruti Suzuki,Swift DZire,VXI,2011,"64,573 Kms",Petrol,Second,Gurgaon,2.71 Lakh
1280,Maruti Suzuki,Swift,VDi,2013,"54,470 Kms",Diesel,First,Gurgaon,3.35 Lakh
1281,Hyundai,Creta,1.6 SX,2015,"74,237 Kms",Diesel,First,Gurgaon,7.3 Lakh
1282,Honda,WR-V,VX MT Diesel,2017,"17,000 Kms",Diesel,First,Pune,8.75 Lakh
1283,Maruti Suzuki,Baleno,Alpha 1.2,2016,"28,000 Kms",Petrol,Second,Bangalore,6.5 Lakh
1284,Maruti Suzuki,Wagon R,VXI,2015,"40,235 Kms",Petrol,Second,Lucknow,3.5 Lakh
1285,Hyundai,Creta,1.6 SX Plus AT Petrol,2018,"52,000 Kms",Petrol,First,Mumbai,10.95 Lakh
1286,Honda,City,SV CVT,2015,"6,85,000 Kms",Petrol,First,Bangalore,7.95 Lakh
1287,BMW,7-Series,730Ld M Sport,2017,"38,000 Kms",Diesel,First,Pune,64 Lakh
1288,Mercedes-Benz,GLA,200 d Sport,2018,"7,000 Kms",Diesel,First,Mumbai,31 Lakh
1289,Mahindra,Thar,LX 4-STR Hard Top Petrol MT,2021,"2,500 Kms",Petrol,First,Kolkata,13.5 Lakh
1290,Skoda,Superb,Elegance TSI MT,2015,"20,000 Kms",Petrol,First,Kolkata,9.5 Lakh
1291,Volkswagen,Polo,Comfortline 1.2L (D),2013,"51,000 Kms",Diesel,First,Mumbai,3.61 Lakh
1292,Maruti Suzuki,Baleno,Delta 1.2,2019,"25,000 Kms",Petrol,First,Navi Mumbai,7.75 Lakh
1293,Maruti Suzuki,Swift,VDi,2015,"96,551 Kms",Diesel,First,Ghaziabad,4 Lakh
1294,Mercedes-Benz,C-Class,C 220 CDI Avantgarde,2017,"49,000 Kms",Diesel,First,Bangalore,29.75 Lakh
1295,Maruti Suzuki,Ritz,VXI BS-IV,2010,"39,424 Kms",Petrol,First,Ghaziabad,1.95 Lakh
1296,Toyota,Innova,2.5 G 7 STR BS-IV,2012,"98,780 Kms",Diesel,Second,Kolkata,6.25 Lakh
1297,Hyundai,i20,Sportz 1.4 CRDI,2012,"56,223 Kms",Diesel,First,Kolkata,3.09 Lakh
1298,Honda,City,1.5 V AT,2012,"78,870 Kms",Petrol,First,Delhi,4.5 Lakh
1299,Toyota,Innova,2.4 VX 7 STR [2016-2020],2016,"75,000 Kms",Diesel,First,Mumbai,17.6 Lakh
1300,Maruti Suzuki,Baleno,Zeta 1.2,2018,"80,640 Kms",Petrol,First,Gurgaon,5.44 Lakh
1301,Honda,City,1.5 V AT,2011,"66,189 Kms",Petrol,Second,Mumbai,3.35 Lakh
1302,BMW,7-Series,730Ld DPE Signature,2018,"32,000 Kms",Diesel,Second,Delhi,72 Lakh
1303,Toyota,Camry,Hybrid [2015-2017],2016,"55,000 Kms",Petrol,First,Delhi,19.5 Lakh
1304,Mercedes-Benz,C-Class,C 220d Progressive [2018-2019],2018,"2,900 Kms",Diesel,First,Delhi,36 Lakh
1305,Mahindra,KUV100,K8 D 5 STR,2016,"62,068 Kms",Diesel,Second,Bangalore,4.85 Lakh
1306,Skoda,Laura,Ambiente 1.8 TSI,2009,"41,863 Kms",Petrol,First,Pune,2.85 Lakh
1307,Tata,Nano,Twist XT,2014,"48,000 Kms",Petrol,First,Hyderabad,1.65 Lakh
1308,Maruti Suzuki,Wagon R,VXI AMT,2017,"18,136 Kms",Petrol,First,Bangalore,5.25 Lakh
1309,Volkswagen,Polo,Comfortline 1.2L (D),2013,"51,000 Kms",Diesel,First,Mumbai,3.61 Lakh
1310,Mercedes-Benz,C-Class,C 220 CDI Avantgarde,2017,"49,000 Kms",Diesel,First,Bangalore,29.75 Lakh
1311,Maruti Suzuki,Ritz,VXI BS-IV,2010,"39,424 Kms",Petrol,First,Ghaziabad,1.95 Lakh
1312,Maruti Suzuki,Vitara Brezza,ZXi,2020,"2,500 Kms",Petrol,First,Delhi,9.9 Lakh
1313,Maruti Suzuki,Swift DZire,LDI,2015,"52,452 Kms",Diesel,First,Ghaziabad,3.9 Lakh
1314,Maruti Suzuki,Swift DZire,VDI,2015,"57,000 Kms",Diesel,First,Delhi,4.69 Lakh
1315,Mercedes-Benz,C-Class,200 K AT,2015,"58,800 Kms",Petrol,First,Mumbai,19.75 Lakh
1316,Audi,A6,2.0 TDI Premium,2012,"65,000 Kms",Diesel,Second,Mumbai,11 Lakh
1317,Hyundai,Elite i20,Asta 1.2 (O) [2016],2016,"1,26,000 Kms",Petrol,First,Coimbatore,5.6 Lakh
1318,Maruti Suzuki,Swift,ZXi,2016,"42,608 Kms",Petrol,First,Bangalore,6.6 Lakh
1319,Honda,City,SV,2014,"1,28,600 Kms",Petrol,Second,Coimbatore,6.1 Lakh
1320,Maruti Suzuki,Ertiga,ZDi,2014,"93,000 Kms",Diesel,First,Hyderabad,7.3 Lakh
1321,Honda,City,SV CVT,2015,"6,85,000 Kms",Petrol,First,Bangalore,7.95 Lakh
1322,BMW,6-Series,650i Coupe,2009,"69,990 Kms",Petrol,First,Delhi,15 Lakh
1323,Ford,Fiesta/Classic,Exi 1.6 Duratec Ltd,2011,"55,900 Kms",Petrol,Second,Mumbai,1.9 Lakh
1324,Ford,Figo,Duratorq Diesel Titanium 1.4,2012,"98,000 Kms",Diesel,First,Chennai,2.9 Lakh
1325,Maruti Suzuki,Ritz,VXI BS-IV,2010,"39,424 Kms",Petrol,First,Ghaziabad,1.95 Lakh
1326,Mercedes-Benz,C-Class,C 220 CDI Avantgarde,2017,"49,000 Kms",Diesel,First,Bangalore,29.75 Lakh
1327,Maruti Suzuki,Vitara Brezza,ZXi,2020,"2,500 Kms",Petrol,First,Delhi,9.9 Lakh
1328,Maruti Suzuki,Swift DZire,LDI,2015,"52,452 Kms",Diesel,First,Ghaziabad,3.9 Lakh
1329,Maruti Suzuki,Swift DZire,VDI,2015,"57,000 Kms",Diesel,First,Delhi,4.69 Lakh
1330,BMW,7-Series,730Ld M Sport,2017,"38,000 Kms",Diesel,First,Pune,64 Lakh
1331,Mercedes-Benz,GLA,200 d Sport,2018,"7,000 Kms",Diesel,First,Mumbai,31 Lakh
1332,Skoda,Superb,Elegance TSI MT,2015,"20,000 Kms",Petrol,First,Kolkata,9.5 Lakh
1333,Maruti Suzuki,Swift,VDi BS-IV,2010,"1,20,000 Kms",Diesel,Second,Dehradun,3 Lakh
1334,Honda,City,SV Diesel,2015,"65,346 Kms",Diesel,Second,Ahmedabad,5.6 Lakh
1335,Maruti Suzuki,Baleno,Zeta 1.2,2017,"69,679 Kms",Petrol,First,Ahmedabad,6.5 Lakh
1336,Mercedes-Benz,GLA,200 Sport,2018,"8,000 Kms",Petrol,First,Pune,31 Lakh
1337,Maruti Suzuki,Swift DZire,VXI,2016,"68,000 Kms",Petrol,First,Dehradun,5 Lakh
1338,Maruti Suzuki,S-Cross,Zeta 1.3,2017,"38,000 Kms",Diesel,First,Dehradun,7.5 Lakh
1339,Volkswagen,Polo,Highline 1.6L (P),2013,"46,000 Kms",Petrol,First,Dehradun,4.22 Lakh
1340,Maruti Suzuki,Swift,ZXi,2016,"81,000 Kms",Petrol,First,Hyderabad,6.5 Lakh
1341,MG,Hector,Sharp 1.5 DCT Petrol Dual Tone,2021,"11,000 Kms",Petrol,First,Mumbai,19.75 Lakh
1342,Honda,Amaze,1.2 S MT Petrol [2018-2020],2018,"32,000 Kms",Petrol,First,Delhi,5.9 Lakh
1343,Nissan,Terrano,XL D Plus,2018,"39,000 Kms",Diesel,First,Pune,8.75 Lakh
1344,Mahindra,XUV500,W6,2015,"24,000 Kms",Diesel,Second,Delhi,7.55 Lakh
1345,Honda,Civic,1.8V AT,2010,"68,000 Kms",Petrol,Second,Delhi,3.1 Lakh
1346,Maruti Suzuki,Ritz,VXI BS-IV,2010,"42,000 Kms",Petrol,First,Delhi,2.1 Lakh
1347,Hyundai,Creta,1.6 SX,2016,"47,723 Kms",Diesel,First,Gurgaon,8.06 Lakh
1348,Mahindra,Thar,LX 4-STR Hard Top Petrol AT,2021,"4,000 Kms",Petrol,First,Delhi,18.4 Lakh
1349,Maruti Suzuki,Swift,VDi,2015,"52,000 Kms",Diesel,First,Thane,5.25 Lakh
1350,Honda,Amaze,1.2 V CVT Petrol [2018-2020],2018,"19,000 Kms",Petrol,First,Mumbai,7.95 Lakh
1351,Hyundai,Santro,GLS,2008,"1,19,412 Kms",Petrol,First,Ghaziabad,1.6 Lakh
1352,Maruti Suzuki,Swift,VDi,2018,"61,113 Kms",Diesel,First,Bangalore,7.85 Lakh
1353,Nissan,Terrano,XL (D),2014,"56,000 Kms",Diesel,First,Mumbai,4.65 Lakh
1354,Maruti Suzuki,SX4,VXi,2010,"68,000 Kms",Petrol,First,Dehradun,1.99 Lakh
1355,Ford,Ecosport,Titanium + 1.5L Ti-VCT AT [2019-2020],2018,"6,600 Kms",Petrol,First,Chennai,10.5 Lakh
1356,Maruti Suzuki,Swift DZire,VDI,2012,"62,000 Kms",Diesel,First,Dehradun,4 Lakh
1357,Hyundai,Santro,GLS,2011,"68,000 Kms",Petrol,First,Dehradun,2.3 Lakh
1358,Honda,Amaze,1.5 S i-DTEC,2014,"65,452 Kms",Diesel,Second,Ahmedabad,3.9 Lakh
1359,Hyundai,Creta,1.6 SX Plus Petrol,2018,"38,000 Kms",Petrol,First,Chennai,10.25 Lakh
1360,Ford,Figo,Duratec Petrol EXI 1.2,2011,"88,574 Kms",Petrol,First,Bangalore,3.25 Lakh
1361,Hyundai,Grand i10,Sports Edition 1.2L Kappa VTVT,2020,"12,597 Kms",Petrol,First,Delhi,5.9 Lakh
1362,Hyundai,Eon,D-Lite +,2015,"35,400 Kms",Petrol,First,Ahmedabad,2.75 Lakh
1363,Toyota,Corolla Altis,G Diesel,2014,"65,000 Kms",Diesel,First,Ahmedabad,7.9 Lakh
1364,Volkswagen,Polo,Comfortline 1.2L (P),2012,"59,902 Kms",Petrol,Second,Kolkata,3 Lakh
1365,Maruti Suzuki,Swift,VDi,2018,"82,200 Kms",Diesel,First,Aurangabad,7.8 Lakh
1366,Ford,Ecosport,Titanium 1.5L TDCi,2017,"55,248 Kms",Diesel,First,Ahmedabad,7.25 Lakh
1367,Maruti Suzuki,Vitara Brezza,ZDi,2016,"81,437 Kms",Diesel,First,Gurgaon,6.39 Lakh
1368,Maruti Suzuki,Ciaz,ZDi [2014-2015],2015,"79,000 Kms",Diesel,First,Navi Mumbai,5.69 Lakh
1369,Hyundai,i20 Active,1.2 SX,2018,"32,000 Kms",Petrol,First,Chennai,7.8 Lakh
1370,Hyundai,Creta,1.6 SX (O),2016,"73,000 Kms",Diesel,First,Ahmedabad,9.75 Lakh
1371,Datsun,Redigo,S 1.0 AMT [2018-2019],2018,"19,232 Kms",Petrol,First,Bangalore,3.95 Lakh
1372,Maruti Suzuki,Swift,VDi,2013,"71,886 Kms",Diesel,First,Gurgaon,3.31 Lakh
1373,Ford,Figo,Duratec Petrol EXI 1.2,2011,"88,574 Kms",Petrol,First,Bangalore,3.25 Lakh
1374,Hyundai,Grand i10,Sports Edition 1.2L Kappa VTVT,2020,"12,597 Kms",Petrol,First,Delhi,5.9 Lakh
1375,Maruti Suzuki,Baleno,Alpha 1.2,2018,"67,565 Kms",Petrol,First,Gurgaon,6.26 Lakh
1376,Maruti Suzuki,Baleno,Zeta 1.3,2017,"63,189 Kms",Diesel,First,Gurgaon,5.45 Lakh
1377,Maruti Suzuki,Swift,ZXi Plus [2018-2019],2019,"22,072 Kms",Petrol,First,Gurgaon,6.74 Lakh
1378,Tata,Nexon,XZ Plus Diesel,2019,"62,363 Kms",Diesel,First,Gurgaon,8.29 Lakh
1379,Toyota,Innova,2.4 VX 7 STR [2016-2020],2016,"75,000 Kms",Diesel,First,Mumbai,17.6 Lakh
1380,Maruti Suzuki,Swift DZire,VXI,2011,"60,510 Kms",Petrol,First,Gurgaon,2.91 Lakh
1381,Ford,Ecosport,Titanium 1.5L TDCi,2018,"86,300 Kms",Diesel,First,Gurgaon,7.8 Lakh
1382,Maruti Suzuki,Baleno,Zeta 1.2,2018,"80,640 Kms",Petrol,First,Gurgaon,5.44 Lakh
1383,Hyundai,Creta,SX Plus 1.6 CRDI,2017,"71,809 Kms",Diesel,First,Gurgaon,9.49 Lakh
1384,Hyundai,Creta,1.6 SX,2016,"37,635 Kms",Diesel,First,Gurgaon,8.13 Lakh
1385,Hyundai,Creta,SX 1.6 CRDI,2017,"96,980 Kms",Diesel,First,Gurgaon,9.23 Lakh
1386,Maruti Suzuki,DZire,ZDi Plus AMT,2018,"69,258 Kms",Diesel,First,Gurgaon,7.4 Lakh
1387,Hyundai,Grand i10,Sportz (O) 1.2 Kappa VTVT [2017-2018],2017,"68,665 Kms",Petrol,First,Gurgaon,4.2 Lakh
1388,Hyundai,Grand i10,Sportz 1.2 Kappa VTVT Special Edition [2016-2017],2017,"25,000 Kms",Petrol,First,Mumbai,5.25 Lakh
1389,Maruti Suzuki,Ciaz,Zeta 1.4 MT,2018,"30,000 Kms",Petrol,First,Mumbai,7.89 Lakh
1390,Jeep,Compass,Limited 1.4 Petrol AT [2017-2020],2018,"28,600 Kms",Petrol,First,Ahmedabad,15.9 Lakh
1391,Mercedes-Benz,M-Class,ML 350 CDI,2014,"51,000 Kms",Diesel,First,Delhi,24.9 Lakh
1392,Maruti Suzuki,Swift,VDi,2013,"71,886 Kms",Diesel,First,Gurgaon,3.31 Lakh
1393,Maruti Suzuki,Alto,LXi,2012,"70,480 Kms",Petrol,First,Hyderabad,2.5 Lakh
1394,Audi,A3,40 TFSI,2015,"10,600 Kms",Petrol,First,Ahmedabad,38.5 Lakh
1395,Honda,City,VX Petrol [2017-2019],2017,"57,000 Kms",Petrol,First,Ahmedabad,8.25 Lakh
1396,Mercedes-Benz,M-Class,ML 350 CDI,2014,"51,000 Kms",Diesel,First,Delhi,24.9 Lakh
1397,Ford,Ecosport,Trend 1.5 TDCi,2014,"87,548 Kms",Diesel,First,Gurgaon,4.11 Lakh
1398,Maruti Suzuki,Swift DZire,LDI,2014,"62,564 Kms",Diesel,First,Gurgaon,3.57 Lakh
1399,Mercedes-Benz,GLC,220 d Progressive,2018,"22,078 Kms",Diesel,First,Mumbai,45.85 Lakh
1400,BMW,X1,sDrive20d xLine,2017,"26,310 Kms",Diesel,First,Mumbai,26.75 Lakh
1401,Maruti Suzuki,Baleno,Delta 1.2,2018,"2,700 Kms",Petrol,First,Mumbai,6.25 Lakh
1402,MG,Hector,Sharp Hybrid 1.5 Petrol [2019-2020],2019,"17,000 Kms",Hybrid,First,Bangalore,17.89 Lakh
1403,Volkswagen,Vento,Highline Petrol,2015,"46,000 Kms",Petrol,Second,Mumbai,5.5 Lakh
1404,Mercedes-Benz,A-Class,A 200 CDI,2015,"49,000 Kms",Diesel,First,Chennai,18 Lakh
1405,Ford,Ecosport,Trend 1.5L TDCi,2016,"52,124 Kms",Diesel,First,Ahmedabad,6 Lakh
1406,Volkswagen,Vento,Highline Diesel,2011,"65,100 Kms",Diesel,First,Ahmedabad,3.9 Lakh
1407,Maruti Suzuki,Alto,LXi BS-III,2012,"52,541 Kms",Petrol,First,Bangalore,2.5 Lakh
1408,Maruti Suzuki,Ritz,Vxi BS-IV,2016,"42,608 Kms",Petrol,First,Delhi,3.75 Lakh
1409,Audi,Q3,2.0 TDI S Edition,2014,"35,000 Kms",Diesel,Second,Ahmedabad,16.9 Lakh
1410,Ford,Ecosport,Titanium+ 1.5L TDCi Black Edition,2018,"59,000 Kms",Diesel,First,Gurgaon,8.02 Lakh
1411,Maruti Suzuki,Alto,VXi,2012,"49,974 Kms",Petrol,First,Jammu,2.6 Lakh
1412,BMW,X1,sDrive20d xLine,2017,"30,000 Kms",Diesel,First,Chennai,23 Lakh
1413,Skoda,Rapid,Ambition 1.6 MPI AT,2020,"2,140 Kms",Petrol,First,Coimbatore,11.75 Lakh
1414,Maruti Suzuki,Swift,VXi,2015,"79,150 Kms",Petrol,First,Coimbatore,5.4 Lakh
1415,Maruti Suzuki,S-Presso,Vxi (O),2020,"3,400 Kms",Petrol,First,Chennai,4.75 Lakh
1416,Maruti Suzuki,Ciaz,VXi+,2016,"62,000 Kms",Petrol,First,Delhi,6.75 Lakh
1417,Volkswagen,Polo,Comfortline 1.2L (D),2013,"51,000 Kms",Diesel,First,Mumbai,3.61 Lakh
1418,Maruti Suzuki,Swift,VDi,2018,"61,113 Kms",Diesel,First,Bangalore,7.85 Lakh
1419,BMW,X1,sDrive20d xLine,2018,"23,000 Kms",Diesel,First,Delhi,27.25 Lakh
1420,Tata,Nano,Twist XT,2014,"48,000 Kms",Petrol,First,Hyderabad,1.65 Lakh
1421,Maruti Suzuki,Wagon R,VXI AMT,2017,"18,136 Kms",Petrol,First,Bangalore,5.25 Lakh
1422,Maruti Suzuki,Baleno,Alpha 1.2,2016,"28,000 Kms",Petrol,Second,Bangalore,6.5 Lakh
1423,Nissan,Sunny,XL Diesel,2013,"74,531 Kms",Diesel,Second,Bangalore,4.2 Lakh
1424,Maruti Suzuki,Baleno,Delta 1.2,2019,"25,000 Kms",Petrol,First,Navi Mumbai,7.75 Lakh
1425,Maruti Suzuki,Swift,VDi,2015,"96,551 Kms",Diesel,First,Ghaziabad,4 Lakh
1426,Hyundai,i10,Sportz 1.2 AT Kappa2,2012,"40,000 Kms",Petrol,First,Pune,3.3 Lakh
1427,Maruti Suzuki,Swift,VDi,2018,"82,200 Kms",Diesel,First,Aurangabad,7.8 Lakh
1428,Volkswagen,Polo,Comfortline 1.2L (P),2012,"59,902 Kms",Petrol,Second,Kolkata,3 Lakh
1429,Toyota,Corolla Altis,G Diesel,2014,"65,000 Kms",Diesel,First,Ahmedabad,7.9 Lakh
1430,Hyundai,Eon,D-Lite +,2015,"35,400 Kms",Petrol,First,Ahmedabad,2.75 Lakh
1431,Ford,Ecosport,Titanium 1.5L TDCi,2017,"55,248 Kms",Diesel,First,Ahmedabad,7.25 Lakh
1432,Maruti Suzuki,Ertiga,VDI SHVS,2017,"54,091 Kms",Diesel,First,Gurgaon,6.14 Lakh
1433,Maruti Suzuki,Swift,LDi,2013,"68,679 Kms",Diesel,First,Gurgaon,3.04 Lakh
1434,Audi,Q3,35 TDI Premium Plus + Sunroof,2015,"59,000 Kms",Diesel,First,Kolkata,16.49 Lakh
1435,Honda,City,1.5 V AT,2012,"78,870 Kms",Petrol,First,Delhi,4.5 Lakh
1436,Hyundai,i20,Sportz 1.4 CRDI,2012,"56,223 Kms",Diesel,First,Kolkata,3.09 Lakh
1437,Maruti Suzuki,Alto,LXi,2012,"70,480 Kms",Petrol,First,Hyderabad,2.5 Lakh
1438,Toyota,Innova,2.5 G 7 STR BS-IV,2012,"98,780 Kms",Diesel,Second,Kolkata,6.25 Lakh
1439,Honda,City,V,2018,"26,965 Kms",Petrol,First,Delhi,8.95 Lakh
1440,Maruti Suzuki,Baleno,Alpha 1.2,2018,"67,565 Kms",Petrol,First,Gurgaon,6.26 Lakh
1441,Tata,Nexon,XZ Plus Diesel,2019,"62,363 Kms",Diesel,First,Gurgaon,8.29 Lakh
1442,Mahindra,Thar,CRDe 4x4 AC1,2014,"34,000 Kms",Diesel,Second,Faridabad,5.5 Lakh
1443,Audi,A4,2.0 TDI Sline,2012,"57,000 Kms",Diesel,First,Delhi,10 Lakh
1444,Kia,Seltos,HTK 1.5 [2020-2021],2020,"13,000 Kms",Petrol,First,Faridabad,10.5 Lakh
1445,Mercedes-Benz,GLS,Grand Edition Diesel,2019,"20,000 Kms",Diesel,First,Delhi,76 Lakh
1446,Maruti Suzuki,Ertiga,Vxi CNG,2015,"64,534 Kms",CNG,First,Mumbai,6.85 Lakh
1447,Ford,Ecosport,Trend 1.5 TDCi,2013,"80,000 Kms",Diesel,Second,Ghaziabad,3.95 Lakh
1448,Tata,Sumo,GX BS IV,2013,"75,000 Kms",Diesel,First,Mumbai,3.25 Lakh
1449,Renault,Duster,85 PS RxE Diesel,2014,"55,000 Kms",Diesel,First,Ahmedabad,4.5 Lakh
1450,Mercedes-Benz,CLA,200 CDI Sport,2018,"8,000 Kms",Diesel,First,Mumbai,29.95 Lakh
1451,Toyota,Innova,2.4 GX 8 STR [2016-2020],2017,"1,29,000 Kms",Diesel,First,Hyderabad,15.3 Lakh
1452,Maruti Suzuki,Baleno,Alpha 1.2,2018,"12,141 Kms",Petrol,First,Thane,7.45 Lakh
1453,Toyota,Innova,2.8 ZX AT 7 STR [2016-2020],2016,"48,000 Kms",Diesel,First,Mumbai,18.5 Lakh
1454,Maruti Suzuki,Ciaz,ZDi SHVS,2016,"48,973 Kms",Diesel,First,Thane,7.95 Lakh
1455,Maruti Suzuki,Baleno,Zeta 1.2 AT,2016,"22,272 Kms",Petrol,First,Thane,7.11 Lakh
1456,Mercedes-Benz,CLA,200 Petrol Sport,2016,"42,190 Kms",Petrol,Second,Delhi,18.65 Lakh
1457,Honda,BR-V,V Petrol,2017,"15,916 Kms",Petrol,First,Thane,8.75 Lakh
1458,Hyundai,i10,Magna 1.2 Kappa2,2011,"56,690 Kms",Petrol,Third,Lucknow,2 Lakh
1459,Hyundai,Creta,SX (O) 1.4 Turbo 7 DCT,2020,"3,500 Kms",Petrol,First,Mumbai,19.5 Lakh
1460,Hyundai,Grand i10,Asta 1.2 Kappa VTVT [2013-2016],2014,"34,144 Kms",Petrol,Third,Ghaziabad,3.2 Lakh
1461,Maruti Suzuki,Ciaz,ZXI+,2016,"72,191 Kms",Petrol,First,Ghaziabad,6.35 Lakh
1462,Maruti Suzuki,Wagon R,LXI CNG (O),2016,"65,308 Kms",CNG,First,Navi Mumbai,3.75 Lakh
1463,Skoda,Octavia,2.0 TDI L&K,2018,"47,000 Kms",Diesel,First,Mumbai,22.95 Lakh
1464,Hyundai,Grand i10,Asta 1.2 Kappa VTVT [2013-2016],2014,"34,144 Kms",Petrol,Third,Ghaziabad,3.2 Lakh
1465,Maruti Suzuki,Ciaz,ZXI+,2016,"72,191 Kms",Petrol,First,Ghaziabad,6.35 Lakh
1466,Maruti Suzuki,Wagon R,LXI CNG (O),2016,"65,308 Kms",CNG,First,Navi Mumbai,3.75 Lakh
1467,Skoda,Octavia,2.0 TDI L&K,2018,"47,000 Kms",Diesel,First,Mumbai,22.95 Lakh
1468,Hyundai,Creta,1.6 SX Plus AT Petrol,2019,"26,000 Kms",Petrol,Second,Mumbai,13.75 Lakh
1469,Honda,Amaze,1.2 S i-VTEC,2016,"67,000 Kms",Petrol,First,Delhi,4.25 Lakh
1470,Hyundai,Eon,D-Lite + LPG [2012-2015],2012,"93,369 Kms",LPG,First,Lucknow,2 Lakh
1471,Honda,Amaze,1.2 S i-VTEC,2016,"52,000 Kms",Petrol,Second,Delhi,3.75 Lakh
1472,Hyundai,i10,Sportz 1.2 AT Kappa2,2013,"53,000 Kms",Petrol,First,Mumbai,3.65 Lakh
1473,Maruti Suzuki,Wagon R,LXi Minor,2009,"57,000 Kms",Petrol,First,Ahmedabad,1.9 Lakh
1474,Ford,Ecosport,Titanium + 1.5L Ti-VCT,2018,"36,500 Kms",Petrol,First,Ahmedabad,8.75 Lakh
1475,Volkswagen,Vento,Highline Petrol AT [2015-2016],2018,"61,000 Kms",Petrol,Second,Mumbai,7.75 Lakh
1476,Skoda,Rapid,1.5 TDI CR Ambition with Alloy Wheels,2014,"86,000 Kms",Diesel,First,Hyderabad,5.25 Lakh
1477,Mercedes-Benz,GLC,220 d Progressive,2017,"88,000 Kms",Diesel,First,Hyderabad,31.5 Lakh
1478,Tata,Safari,2.2 VX 4x2,2013,"51,000 Kms",Diesel,First,Hyderabad,8.25 Lakh
1479,Honda,Amaze,1.2 VX i-VTEC,2016,"89,000 Kms",Petrol,First,Hyderabad,4.95 Lakh
1480,Hyundai,i20,Sportz 1.2 BS-IV,2012,"52,100 Kms",Petrol,First,Mumbai,3.75 Lakh
1481,Honda,Brio,S MT,2017,"4,000 Kms",Petrol,First,Delhi,4.7 Lakh
1482,Ford,Endeavour,Trend 2.2 4x2 AT,2017,"38,000 Kms",Diesel,First,Delhi,24.5 Lakh
